Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Matched,0.0270546619027471
populationtotals_TOTPOP20,Matched,0.0473094127030671
populationtotals_DPOP_CY,Matched,0.23477936351241
housing_per_100sqmi,Matched,0.214969970931379
schools_per_100sqmi,Matched,0.232877270226119
area_sq_miles,Matched,0.0143422601159649
pop_institutionalized_groupquarters,Matched,0.00317650702901227
percent_adult,Matched,0.0111536884453328
householdincome_ACSSNAP_P,Matched,0.0276533868920363
householdincome_ACSPUBAI_P,Matched,0.00433434413992487
households_ACSHHBPOV_P,Matched,0.0230274587652612
EmploymentUnemployment_UNEMP_CY_P,Matched,0.0296682191306181
EmploymentUnemployment_UNAGE16CY_P,Matched,0.000915238112068068
vehiclesavailable_ACSOVEH0_P,Matched,0.116221085694471
crime_CRMCYTOTC,Matched,0.0623631737471379
mean_depression,Matched,0.0191055401515227
mean_distress,Matched,0.0732051888254699
educationalattainment_ACSBACHDEG_P,Matched,0.0355261820703518
educationalattainment_ACSMASTDEG_P,Matched,0.0219507997223635
firearm_retailers_per_100sqmi,Matched,0.164887981310727
sports_MP33018a_B_P,Matched,0.1715216798998
raceandhispanicorigin_WHITE20_P,Matched,0.157901719597551
raceandhispanicorigin_BLACK20_P,Matched,0.167070541937433
raceandhispanicorigin_ASIAN20_P,Matched,0.109620743617596
raceandhispanicorigin_RACE2UP20_P,Matched,0.126207251797302
hispanicorigin_HISPPOP20_P,Matched,0.00737627618477281
log_med_HH_income,Matched,0.000827319345773317
log_med_HH_income_15to24,Matched,0.00933558820465895
CompositeIndex2014to2021,Matched,0.0156151749776766
