Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Matched,0.0277602533213782
populationtotals_TOTPOP20,Matched,0.047114245104086
populationtotals_DPOP_CY,Matched,0.231611419927458
housing_per_100sqmi,Matched,0.209861198063299
schools_per_100sqmi,Matched,0.229348236254938
area_sq_miles,Matched,0.0137636295918513
pop_institutionalized_groupquarters,Matched,0.0063019477442588
percent_adult,Matched,0.0146826123228946
householdincome_ACSSNAP_P,Matched,0.0219684927755712
householdincome_ACSPUBAI_P,Matched,0.00783268887222887
households_ACSHHBPOV_P,Matched,0.0137011082028916
EmploymentUnemployment_UNEMP_CY_P,Matched,0.0226484532766273
EmploymentUnemployment_UNAGE16CY_P,Matched,0.00136680701933117
vehiclesavailable_ACSOVEH0_P,Matched,0.112124324651271
crime_CRMCYTOTC,Matched,0.062641995360466
mean_depression,Matched,0.0203399307299671
mean_distress,Matched,0.0676792184877241
educationalattainment_ACSBACHDEG_P,Matched,0.0347002597955457
educationalattainment_ACSMASTDEG_P,Matched,0.0224133820082829
firearm_retailers_per_100sqmi,Matched,0.160513316939505
sports_MP33018a_B_P,Matched,0.168876208207044
raceandhispanicorigin_WHITE20_P,Matched,0.154561392629882
raceandhispanicorigin_BLACK20_P,Matched,0.163613704739972
raceandhispanicorigin_ASIAN20_P,Matched,0.105223439140637
raceandhispanicorigin_RACE2UP20_P,Matched,0.121365263319308
hispanicorigin_HISPPOP20_P,Matched,0.00199189435360008
log_med_HH_income,Matched,0.00156688548313365
log_med_HH_income_15to24,Matched,0.00112916237000384
CompositeIndex2014to2021,Matched,0.0149197839436033
