Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Matched,0.0335251401416772
populationtotals_TOTPOP20,Matched,0.0498771514844315
populationtotals_DPOP_CY,Matched,0.237990707806392
housing_per_100sqmi,Matched,0.217693152850774
schools_per_100sqmi,Matched,0.235804470767201
area_sq_miles,Matched,0.0163970267864435
pop_institutionalized_groupquarters,Matched,0.00220791325426587
percent_adult,Matched,0.00845213532631286
householdincome_ACSSNAP_P,Matched,0.0268503785440551
householdincome_ACSPUBAI_P,Matched,0.00203040984473855
households_ACSHHBPOV_P,Matched,0.0163870458113563
EmploymentUnemployment_UNEMP_CY_P,Matched,0.0263386371307277
EmploymentUnemployment_UNAGE16CY_P,Matched,0.00136514407343694
vehiclesavailable_ACSOVEH0_P,Matched,0.108611089181231
crime_CRMCYTOTC,Matched,0.0627861184689915
mean_depression,Matched,0.0166379274677521
mean_distress,Matched,0.0744991326667009
educationalattainment_ACSBACHDEG_P,Matched,0.0409870118621115
educationalattainment_ACSMASTDEG_P,Matched,0.0167219623125703
firearm_retailers_per_100sqmi,Matched,0.160864365533029
sports_MP33018a_B_P,Matched,0.173164138538598
raceandhispanicorigin_WHITE20_P,Matched,0.158926813551909
raceandhispanicorigin_BLACK20_P,Matched,0.17197749232927
raceandhispanicorigin_ASIAN20_P,Matched,0.109896814759339
raceandhispanicorigin_RACE2UP20_P,Matched,0.123230335380817
hispanicorigin_HISPPOP20_P,Matched,0.0123318236144328
log_med_HH_income,Matched,0.00397732341421389
log_med_HH_income_15to24,Matched,0.0077987825163098
CompositeIndex2014to2021,Matched,0.0153205677018242
