Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Matched,0.0199417037404709
populationtotals_TOTPOP20,Matched,0.0453387295908824
populationtotals_DPOP_CY,Matched,0.224486537426826
housing_per_100sqmi,Matched,0.206471962424521
schools_per_100sqmi,Matched,0.222859096723549
area_sq_miles,Matched,0.0080591356368827
pop_institutionalized_groupquarters,Matched,0.00934368877849661
percent_adult,Matched,0.0226755336674728
householdincome_ACSSNAP_P,Matched,0.0404253113915108
householdincome_ACSPUBAI_P,Matched,0.0165910280456555
households_ACSHHBPOV_P,Matched,0.0217946292721328
EmploymentUnemployment_UNEMP_CY_P,Matched,0.0243762643959394
EmploymentUnemployment_UNAGE16CY_P,Matched,0.00369196166720871
vehiclesavailable_ACSOVEH0_P,Matched,0.112565260673641
crime_CRMCYTOTC,Matched,0.0558818593210768
mean_depression,Matched,0.0228436226853487
mean_distress,Matched,0.0599473702177351
educationalattainment_ACSBACHDEG_P,Matched,0.029061205321664
educationalattainment_ACSMASTDEG_P,Matched,0.0130703214296564
firearm_retailers_per_100sqmi,Matched,0.15291295576892
sports_MP33018a_B_P,Matched,0.159646532446478
raceandhispanicorigin_WHITE20_P,Matched,0.147545567842292
raceandhispanicorigin_BLACK20_P,Matched,0.157458588747442
raceandhispanicorigin_ASIAN20_P,Matched,0.103001702590076
raceandhispanicorigin_RACE2UP20_P,Matched,0.119378150968564
hispanicorigin_HISPPOP20_P,Matched,0.00646247486410901
log_med_HH_income,Matched,0.00268649326451345
log_med_HH_income_15to24,Matched,0.00748226695739713
CompositeIndex2014to2021,Matched,0.015916851558265
