Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Matched,0.0335640373672974
populationtotals_TOTPOP20,Matched,0.0493390387767966
populationtotals_DPOP_CY,Matched,0.230880896282594
housing_per_100sqmi,Matched,0.210313459862754
schools_per_100sqmi,Matched,0.228365974230459
area_sq_miles,Matched,0.0134888856958049
pop_institutionalized_groupquarters,Matched,0.000441587707782915
percent_adult,Matched,0.0126330705374867
householdincome_ACSSNAP_P,Matched,0.025662384557712
householdincome_ACSPUBAI_P,Matched,0.00582978504513968
households_ACSHHBPOV_P,Matched,0.0206368294053905
EmploymentUnemployment_UNEMP_CY_P,Matched,0.0286658458080039
EmploymentUnemployment_UNAGE16CY_P,Matched,0.00298969323889472
vehiclesavailable_ACSOVEH0_P,Matched,0.111637354049641
crime_CRMCYTOTC,Matched,0.059238170476342
mean_depression,Matched,0.0230984768782815
mean_distress,Matched,0.0694552989120246
educationalattainment_ACSBACHDEG_P,Matched,0.0344740013877441
educationalattainment_ACSMASTDEG_P,Matched,0.0182373559338857
firearm_retailers_per_100sqmi,Matched,0.160826826462384
sports_MP33018a_B_P,Matched,0.168217627351339
raceandhispanicorigin_WHITE20_P,Matched,0.158791336456526
raceandhispanicorigin_BLACK20_P,Matched,0.165797934541877
raceandhispanicorigin_ASIAN20_P,Matched,0.104172320056517
raceandhispanicorigin_RACE2UP20_P,Matched,0.118278324300531
hispanicorigin_HISPPOP20_P,Matched,0.00379610273725961
log_med_HH_income,Matched,0.00213338833881563
log_med_HH_income_15to24,Matched,0.00285663233821991
CompositeIndex2014to2021,Matched,0.0150452202229171
