Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Matched,0.0405573801376062
populationtotals_TOTPOP20,Matched,0.0283057042716373
populationtotals_DPOP_CY,Matched,0.120756681726447
housing_per_100sqmi,Matched,0.0936383741179384
schools_per_100sqmi,Matched,0.0452408635463542
area_sq_miles,Matched,0.110550569323712
pop_institutionalized_groupquarters,Matched,0.182291009589003
percent_adult,Matched,0.00486506280277277
householdincome_ACSSNAP_P,Matched,0.0668735630301553
householdincome_ACSPUBAI_P,Matched,0.0137990997942596
households_ACSHHBPOV_P,Matched,0.110753776795613
EmploymentUnemployment_UNEMP_CY_P,Matched,0.000561423654548797
EmploymentUnemployment_UNAGE16CY_P,Matched,0.0613669854727869
vehiclesavailable_ACSOVEH0_P,Matched,0.0214371565957
crime_CRMCYTOTC,Matched,0.0785040752481006
mean_depression,Matched,0.054391199521014
mean_distress,Matched,0.0211674460050186
educationalattainment_ACSBACHDEG_P,Matched,0.127352890723006
educationalattainment_ACSMASTDEG_P,Matched,0.112625265801222
firearm_retailers_per_100sqmi,Matched,0.11810046067001
sports_MP33018a_B_P,Matched,0.158625872981028
raceandhispanicorigin_WHITE20_P,Matched,0.130935882515187
raceandhispanicorigin_BLACK20_P,Matched,0.188148358215194
raceandhispanicorigin_ASIAN20_P,Matched,0.16950154103694
raceandhispanicorigin_RACE2UP20_P,Matched,0.00569376472011571
hispanicorigin_HISPPOP20_P,Matched,0.001838968296552
log_med_HH_income,Matched,0.150941304530128
log_med_HH_income_15to24,Matched,0.0126024264828976
CompositeIndex2014to2021,Matched,0.0198042719690194
