Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Matched,0.0392447825337152
populationtotals_TOTPOP20,Matched,0.000607284641453973
populationtotals_DPOP_CY,Matched,0.116414986850843
housing_per_100sqmi,Matched,0.104898687169823
schools_per_100sqmi,Matched,0.059972597039954
area_sq_miles,Matched,0.120320132156784
pop_institutionalized_groupquarters,Matched,0.144880514946361
percent_adult,Matched,0.00264657222190581
householdincome_ACSSNAP_P,Matched,0.0782972789693972
householdincome_ACSPUBAI_P,Matched,0.022962885875074
households_ACSHHBPOV_P,Matched,0.097997743010255
EmploymentUnemployment_UNEMP_CY_P,Matched,0.00352930594431603
EmploymentUnemployment_UNAGE16CY_P,Matched,0.0683166318300305
vehiclesavailable_ACSOVEH0_P,Matched,0.0361752247615651
crime_CRMCYTOTC,Matched,0.0641896645225011
mean_depression,Matched,0.0545238167861601
mean_distress,Matched,0.0504835384512218
educationalattainment_ACSBACHDEG_P,Matched,0.143128578778093
educationalattainment_ACSMASTDEG_P,Matched,0.123980961397296
firearm_retailers_per_100sqmi,Matched,0.142798641589705
sports_MP33018a_B_P,Matched,0.160405304095819
raceandhispanicorigin_WHITE20_P,Matched,0.119421936519408
raceandhispanicorigin_BLACK20_P,Matched,0.152593777024523
raceandhispanicorigin_ASIAN20_P,Matched,0.148338483049053
raceandhispanicorigin_RACE2UP20_P,Matched,0.0275007296762583
hispanicorigin_HISPPOP20_P,Matched,0.0180981022869479
log_med_HH_income,Matched,0.139811072482957
log_med_HH_income_15to24,Matched,0.00868993837321968
CompositeIndex2014to2021,Matched,0.011528275301633
