Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Matched,0.0372329523804111
populationtotals_TOTPOP20,Matched,0.0235106461306018
populationtotals_DPOP_CY,Matched,0.0772282270428441
housing_per_100sqmi,Matched,0.0512989260216238
schools_per_100sqmi,Matched,0.0016153070518515
area_sq_miles,Matched,0.0795405559043753
pop_institutionalized_groupquarters,Matched,0.174689447435042
percent_adult,Matched,0.0295210193073511
householdincome_ACSSNAP_P,Matched,0.178076879849126
householdincome_ACSPUBAI_P,Matched,0.0404417790528458
households_ACSHHBPOV_P,Matched,0.162436912375118
EmploymentUnemployment_UNEMP_CY_P,Matched,0.101488969052825
EmploymentUnemployment_UNAGE16CY_P,Matched,0.0309028271549357
vehiclesavailable_ACSOVEH0_P,Matched,0.0188776319671465
crime_CRMCYTOTC,Matched,0.0821313254277395
mean_depression,Matched,0.052548309051971
mean_distress,Matched,0.0488606732866869
educationalattainment_ACSBACHDEG_P,Matched,0.170280075168016
educationalattainment_ACSMASTDEG_P,Matched,0.147685152989719
firearm_retailers_per_100sqmi,Matched,0.207979168266136
sports_MP33018a_B_P,Matched,0.15391073925166
raceandhispanicorigin_WHITE20_P,Matched,0.0721904237548528
raceandhispanicorigin_BLACK20_P,Matched,0.0748561858180617
raceandhispanicorigin_ASIAN20_P,Matched,0.168063159694608
raceandhispanicorigin_RACE2UP20_P,Matched,0.0163208488840573
hispanicorigin_HISPPOP20_P,Matched,0.028219908674004
log_med_HH_income,Matched,0.165637329549084
log_med_HH_income_15to24,Matched,0.0442335697344639
CompositeIndex2014to2021,Matched,0.00057724792397295
