Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Matched,0.0266507493413258
populationtotals_TOTPOP20,Matched,0.0442437214370794
populationtotals_DPOP_CY,Matched,0.221957481446696
housing_per_100sqmi,Matched,0.19904591183886
schools_per_100sqmi,Matched,0.219700072346949
area_sq_miles,Matched,0.00506629079001667
pop_institutionalized_groupquarters,Matched,0.0103615108008317
percent_adult,Matched,0.0178647485080317
householdincome_ACSSNAP_P,Matched,0.0233948491209947
householdincome_ACSPUBAI_P,Matched,0.00727597990954704
households_ACSHHBPOV_P,Matched,0.0251809169199809
EmploymentUnemployment_UNEMP_CY_P,Matched,0.0331829321432632
EmploymentUnemployment_UNAGE16CY_P,Matched,0.0101351097473151
vehiclesavailable_ACSOVEH0_P,Matched,0.111500702270673
crime_CRMCYTOTC,Matched,0.0519565211003082
mean_depression,Matched,0.0238089434658349
mean_distress,Matched,0.0626234341106693
educationalattainment_ACSBACHDEG_P,Matched,0.0286434631404897
educationalattainment_ACSMASTDEG_P,Matched,0.0110443706433062
firearm_retailers_per_100sqmi,Matched,0.155276450066047
sports_MP33018a_B_P,Matched,0.154818445895959
raceandhispanicorigin_WHITE20_P,Matched,0.144892000110782
raceandhispanicorigin_BLACK20_P,Matched,0.152282031034611
raceandhispanicorigin_ASIAN20_P,Matched,0.0923058057612919
raceandhispanicorigin_RACE2UP20_P,Matched,0.106699677992017
hispanicorigin_HISPPOP20_P,Matched,0.00369276112535519
log_med_HH_income,Matched,0.00111218392966252
log_med_HH_income_15to24,Matched,0.00561276920646818
CompositeIndex2014to2021,Matched,0.0159265306692019
