Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
urbanicity,Unadjusted,0.121620914560471
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Matched,0.0300783337657968
urbanicity,Matched,0.0493875183795729
populationtotals_TOTPOP20,Matched,0.223307731365689
populationtotals_DPOP_CY,Matched,0.201547521905981
housing_per_100sqmi,Matched,0.220735316823257
schools_per_100sqmi,Matched,0.0160053009089657
area_sq_miles,Matched,0.00402226337688481
pop_institutionalized_groupquarters,Matched,0.0117924935035753
percent_adult,Matched,0.0188320241281272
householdincome_ACSSNAP_P,Matched,0.00542131554281174
householdincome_ACSPUBAI_P,Matched,0.0173995810923567
households_ACSHHBPOV_P,Matched,0.028588457151013
EmploymentUnemployment_UNEMP_CY_P,Matched,0.0069232683105044
EmploymentUnemployment_UNAGE16CY_P,Matched,0.103743112596871
vehiclesavailable_ACSOVEH0_P,Matched,0.0571958508166353
crime_CRMCYTOTC,Matched,0.014982294915418
mean_depression,Matched,0.0658950062664991
mean_distress,Matched,0.0301359242678357
educationalattainment_ACSBACHDEG_P,Matched,0.0147222820111708
educationalattainment_ACSMASTDEG_P,Matched,0.151203767841488
firearm_retailers_per_100sqmi,Matched,0.156257913018329
sports_MP33018a_B_P,Matched,0.152545087867405
raceandhispanicorigin_WHITE20_P,Matched,0.159889449590724
raceandhispanicorigin_BLACK20_P,Matched,0.100884264296305
raceandhispanicorigin_ASIAN20_P,Matched,0.117516429250185
raceandhispanicorigin_RACE2UP20_P,Matched,0.00595546886968829
hispanicorigin_HISPPOP20_P,Matched,0.00500527193041279
log_med_HH_income,Matched,0.0020941220027788
log_med_HH_income_15to24,Matched,0.0152120076671374
CompositeIndex2014to2021,Matched,0.069265483532294
