Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0155708064887392
populationtotals_TOTPOP20,Unadjusted,0.0157989414904155
populationtotals_DPOP_CY,Unadjusted,0.139094767721796
housing_per_100sqmi,Unadjusted,0.245353921266738
schools_per_100sqmi,Unadjusted,0.246417694497104
area_sq_miles,Unadjusted,0.239697267592387
pop_institutionalized_groupquarters,Unadjusted,0.0765324733640734
percent_adult,Unadjusted,0.0249224482249321
householdincome_ACSSNAP_P,Unadjusted,0.0785926865330598
householdincome_ACSPUBAI_P,Unadjusted,0.0449479565173324
households_ACSHHBPOV_P,Unadjusted,0.0766577047174338
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.00583049735048458
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.00282234414969057
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0376558220972226
crime_CRMCYTOTC,Unadjusted,0.209495000577264
mean_depression,Unadjusted,0.0738056611244039
mean_distress,Unadjusted,0.0611496564849781
educationalattainment_ACSBACHDEG_P,Unadjusted,0.00457661292629149
educationalattainment_ACSMASTDEG_P,Unadjusted,0.0377593353064093
firearm_retailers_per_100sqmi,Unadjusted,0.444768950583644
sports_MP33018a_B_P,Unadjusted,0.0427323641469258
raceandhispanicorigin_WHITE20_P,Unadjusted,0.0632262122971715
raceandhispanicorigin_BLACK20_P,Unadjusted,0.0650784070937635
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.090336701837732
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.188477179400153
hispanicorigin_HISPPOP20_P,Unadjusted,0.159623324167742
log_med_HH_income,Unadjusted,0.109436018724805
log_med_HH_income_15to24,Unadjusted,0.0360377973812151
CompositeIndex2014to2021,Unadjusted,0.026121925907714
State_Name,Weighted,0.00366741360247513
populationtotals_TOTPOP20,Weighted,0.0195162147515777
populationtotals_DPOP_CY,Weighted,0.0928211421050506
housing_per_100sqmi,Weighted,0.0843203873826236
schools_per_100sqmi,Weighted,0.0888659509025827
area_sq_miles,Weighted,0.00691744125244806
pop_institutionalized_groupquarters,Weighted,0.011021955792949
percent_adult,Weighted,0.00160625191029015
householdincome_ACSSNAP_P,Weighted,0.00695410262846848
householdincome_ACSPUBAI_P,Weighted,0.0346026649447078
households_ACSHHBPOV_P,Weighted,0.0355960743039458
EmploymentUnemployment_UNEMP_CY_P,Weighted,0.00141714325874197
EmploymentUnemployment_UNAGE16CY_P,Weighted,0.0222841517370862
vehiclesavailable_ACSOVEH0_P,Weighted,0.0568744524945195
crime_CRMCYTOTC,Weighted,0.0355942685066761
mean_depression,Weighted,0.00671558313734558
mean_distress,Weighted,0.0565037016642191
educationalattainment_ACSBACHDEG_P,Weighted,0.0203409516113554
educationalattainment_ACSMASTDEG_P,Weighted,0.265256335432895
firearm_retailers_per_100sqmi,Weighted,0.00736559711404118
sports_MP33018a_B_P,Weighted,0.0234188466612164
raceandhispanicorigin_WHITE20_P,Weighted,0.0123095676451938
raceandhispanicorigin_BLACK20_P,Weighted,0.048274738562457
raceandhispanicorigin_ASIAN20_P,Weighted,0.0188638731609609
raceandhispanicorigin_RACE2UP20_P,Weighted,0.0277996111533173
hispanicorigin_HISPPOP20_P,Weighted,0.00296939821547766
log_med_HH_income,Weighted,0.0395404516182814
log_med_HH_income_15to24,Weighted,0.0135953974889732
CompositeIndex2014to2021,Weighted,0.0223615959515183
