Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0155708064887392
urbanicity,Unadjusted,0.071764875853007
populationtotals_TOTPOP20,Unadjusted,0.00670542962333438
populationtotals_DPOP_CY,Unadjusted,0.109076930666363
housing_per_100sqmi,Unadjusted,0.187172217387218
schools_per_100sqmi,Unadjusted,0.194639516468145
area_sq_miles,Unadjusted,0.17943906381454
pop_institutionalized_groupquarters,Unadjusted,0.0740081147827338
percent_adult,Unadjusted,0.0243203340891756
householdincome_ACSSNAP_P,Unadjusted,0.0860369371849654
householdincome_ACSPUBAI_P,Unadjusted,0.0424154397234385
households_ACSHHBPOV_P,Unadjusted,0.0908250242930516
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.00494678813329534
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.00216173552367801
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0336182557859235
crime_CRMCYTOTC,Unadjusted,0.188772969847205
mean_depression,Unadjusted,0.0922852813982357
mean_distress,Unadjusted,0.0735618514762626
educationalattainment_ACSBACHDEG_P,Unadjusted,0.0253158470935636
educationalattainment_ACSMASTDEG_P,Unadjusted,0.0656370945552398
firearm_retailers_per_100sqmi,Unadjusted,0.416805030812499
sports_MP33018a_B_P,Unadjusted,0.01497694623016
raceandhispanicorigin_WHITE20_P,Unadjusted,0.0364630746948226
raceandhispanicorigin_BLACK20_P,Unadjusted,0.0323607537664119
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.0373871702139588
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.164348749012409
hispanicorigin_HISPPOP20_P,Unadjusted,0.134130683970868
log_med_HH_income,Unadjusted,0.130916867882875
log_med_HH_income_15to24,Unadjusted,0.0441120206019956
CompositeIndex2014to2021,Unadjusted,0.0376455950778218
State_Name,Weighted,0.0331678096054192
urbanicity,Weighted,0.00879512373372457
populationtotals_TOTPOP20,Weighted,0.00330249261495047
populationtotals_DPOP_CY,Weighted,0.00545270483711966
housing_per_100sqmi,Weighted,0.00702868102410195
schools_per_100sqmi,Weighted,0.00763107486213528
area_sq_miles,Weighted,0.0049637253081803
pop_institutionalized_groupquarters,Weighted,0.044175894103065
percent_adult,Weighted,0.0295803363773346
householdincome_ACSSNAP_P,Weighted,0.0526713453411739
householdincome_ACSPUBAI_P,Weighted,0.0171001488949805
households_ACSHHBPOV_P,Weighted,0.00429325894314759
EmploymentUnemployment_UNEMP_CY_P,Weighted,0.0162802488804483
EmploymentUnemployment_UNAGE16CY_P,Weighted,0.0233294060587047
vehiclesavailable_ACSOVEH0_P,Weighted,0.0765855009383887
crime_CRMCYTOTC,Weighted,0.0541213890920695
mean_depression,Weighted,0.048252874083997
mean_distress,Weighted,0.0751476128434536
educationalattainment_ACSBACHDEG_P,Weighted,0.239686612198441
educationalattainment_ACSMASTDEG_P,Weighted,0.0770270897611197
firearm_retailers_per_100sqmi,Weighted,0.0470822551922405
sports_MP33018a_B_P,Weighted,0.0356938349195755
raceandhispanicorigin_WHITE20_P,Weighted,0.0702872821556896
raceandhispanicorigin_BLACK20_P,Weighted,0.000178865058239955
raceandhispanicorigin_ASIAN20_P,Weighted,0.0102476703356498
raceandhispanicorigin_RACE2UP20_P,Weighted,0.0860576035140881
hispanicorigin_HISPPOP20_P,Weighted,0.0325901075538422
log_med_HH_income,Weighted,0.0358347923373476
log_med_HH_income_15to24,Weighted,0.0206424372365663
CompositeIndex2014to2021,Weighted,0.00772498708393666
