Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Weighted,0.0510095750875025
populationtotals_TOTPOP20,Weighted,0.0423625994695007
populationtotals_DPOP_CY,Weighted,0.0239830841660031
housing_per_100sqmi,Weighted,0.0471121456406022
schools_per_100sqmi,Weighted,0.0245124878348238
area_sq_miles,Weighted,0.0370402273349235
pop_institutionalized_groupquarters,Weighted,0.0287869580267084
percent_adult,Weighted,0.0324962290623653
householdincome_ACSSNAP_P,Weighted,0.0032535457286879
householdincome_ACSPUBAI_P,Weighted,0.0476455782186773
households_ACSHHBPOV_P,Weighted,0.00571363146263536
EmploymentUnemployment_UNEMP_CY_P,Weighted,0.0135302841863634
EmploymentUnemployment_UNAGE16CY_P,Weighted,0.0225234120134566
vehiclesavailable_ACSOVEH0_P,Weighted,0.0205583435506469
crime_CRMCYTOTC,Weighted,0.0313150552602728
mean_depression,Weighted,0.0693762501487624
mean_distress,Weighted,0.0219031806151655
educationalattainment_ACSBACHDEG_P,Weighted,0.055161640582965
educationalattainment_ACSMASTDEG_P,Weighted,0.0750511206593771
firearm_retailers_per_100sqmi,Weighted,0.0434757264056276
sports_MP33018a_B_P,Weighted,0.00403190169389688
raceandhispanicorigin_WHITE20_P,Weighted,0.029043136943615
raceandhispanicorigin_BLACK20_P,Weighted,0.041400422220564
raceandhispanicorigin_ASIAN20_P,Weighted,0.0315656813381877
raceandhispanicorigin_RACE2UP20_P,Weighted,0.0182554881155879
hispanicorigin_HISPPOP20_P,Weighted,0.0750422261470146
log_med_HH_income,Weighted,0.0262320093761053
log_med_HH_income_15to24,Weighted,0.0128846897409928
CompositeIndex2014to2021,Weighted,0.0240119837625794
