Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
urbanicity,Unadjusted,0.121620914560471
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Weighted,0.0334536406317583
urbanicity,Weighted,0.0246274664711861
populationtotals_TOTPOP20,Weighted,0.0036789677567115
populationtotals_DPOP_CY,Weighted,0.0249879998077426
housing_per_100sqmi,Weighted,0.00606872019094529
schools_per_100sqmi,Weighted,0.0370947242851167
area_sq_miles,Weighted,0.0134169624205387
pop_institutionalized_groupquarters,Weighted,0.0240598303650651
percent_adult,Weighted,0.0187926818846571
householdincome_ACSSNAP_P,Weighted,0.0374360890181284
householdincome_ACSPUBAI_P,Weighted,0.00171983380358169
households_ACSHHBPOV_P,Weighted,0.0195196871843993
EmploymentUnemployment_UNEMP_CY_P,Weighted,0.0129790075682339
EmploymentUnemployment_UNAGE16CY_P,Weighted,0.0317904824489669
vehiclesavailable_ACSOVEH0_P,Weighted,0.0225126781732545
crime_CRMCYTOTC,Weighted,0.0649565342566097
mean_depression,Weighted,0.0163099033085064
mean_distress,Weighted,0.0517433508241911
educationalattainment_ACSBACHDEG_P,Weighted,0.0748639403657508
educationalattainment_ACSMASTDEG_P,Weighted,0.0316717604302939
firearm_retailers_per_100sqmi,Weighted,0.0213372760751777
sports_MP33018a_B_P,Weighted,0.0377589532062359
raceandhispanicorigin_WHITE20_P,Weighted,0.0245298155324367
raceandhispanicorigin_BLACK20_P,Weighted,0.00309159601680012
raceandhispanicorigin_ASIAN20_P,Weighted,0.0112020699917048
raceandhispanicorigin_RACE2UP20_P,Weighted,0.074226273840919
hispanicorigin_HISPPOP20_P,Weighted,0.0363189971660925
log_med_HH_income,Weighted,0.00696551726887224
log_med_HH_income_15to24,Weighted,0.0213236070486047
CompositeIndex2014to2021,Weighted,0.0528250116725184
