Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0155708064887392
urbanicity,Unadjusted,0.071764875853007
populationtotals_TOTPOP20,Unadjusted,0.0157989414904155
populationtotals_DPOP_CY,Unadjusted,0.139094767721796
housing_per_100sqmi,Unadjusted,0.245353921266738
schools_per_100sqmi,Unadjusted,0.246417694497104
area_sq_miles,Unadjusted,0.239697267592387
pop_institutionalized_groupquarters,Unadjusted,0.0765324733640734
percent_adult,Unadjusted,0.0249224482249321
householdincome_ACSSNAP_P,Unadjusted,0.0785926865330598
householdincome_ACSPUBAI_P,Unadjusted,0.0449479565173324
households_ACSHHBPOV_P,Unadjusted,0.0766577047174338
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.00583049735048458
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.00282234414969057
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0376558220972226
crime_CRMCYTOTC,Unadjusted,0.209495000577264
mean_depression,Unadjusted,0.0738056611244039
mean_distress,Unadjusted,0.0611496564849781
educationalattainment_ACSBACHDEG_P,Unadjusted,0.00457661292629149
educationalattainment_ACSMASTDEG_P,Unadjusted,0.0377593353064093
firearm_retailers_per_100sqmi,Unadjusted,0.444768950583644
sports_MP33018a_B_P,Unadjusted,0.0427323641469258
raceandhispanicorigin_WHITE20_P,Unadjusted,0.0632262122971715
raceandhispanicorigin_BLACK20_P,Unadjusted,0.0650784070937635
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.090336701837732
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.188477179400153
hispanicorigin_HISPPOP20_P,Unadjusted,0.159623324167742
log_med_HH_income,Unadjusted,0.109436018724805
log_med_HH_income_15to24,Unadjusted,0.0360377973812151
CompositeIndex2014to2021,Unadjusted,0.026121925907714
State_Name,Matched,0.0876507187455366
urbanicity,Matched,0.119714871082444
populationtotals_TOTPOP20,Matched,0.241463750145231
populationtotals_DPOP_CY,Matched,0.230956398140604
housing_per_100sqmi,Matched,0.235307855532379
schools_per_100sqmi,Matched,0.0137736328271097
area_sq_miles,Matched,0.0182501084705659
pop_institutionalized_groupquarters,Matched,0.00264693049705531
percent_adult,Matched,0.0211298085797094
householdincome_ACSSNAP_P,Matched,0.022180147064475
householdincome_ACSPUBAI_P,Matched,0.00230082821103168
households_ACSHHBPOV_P,Matched,0.014076480865844
EmploymentUnemployment_UNEMP_CY_P,Matched,0.0328532465049375
EmploymentUnemployment_UNAGE16CY_P,Matched,0.124502381451516
vehiclesavailable_ACSOVEH0_P,Matched,0.0193970484276939
crime_CRMCYTOTC,Matched,0.00754715306055297
mean_depression,Matched,0.0912639462653134
mean_distress,Matched,0.054524478311939
educationalattainment_ACSBACHDEG_P,Matched,0.161375557819625
educationalattainment_ACSMASTDEG_P,Matched,0.148431830300687
firearm_retailers_per_100sqmi,Matched,0.109749383701618
sports_MP33018a_B_P,Matched,0.13209361828813
raceandhispanicorigin_WHITE20_P,Matched,0.172787108686897
raceandhispanicorigin_BLACK20_P,Matched,0.125410024524612
raceandhispanicorigin_ASIAN20_P,Matched,0.112857422654142
raceandhispanicorigin_RACE2UP20_P,Matched,0.02090849093007
hispanicorigin_HISPPOP20_P,Matched,0.00953253443896094
log_med_HH_income,Matched,0.0160057999445573
log_med_HH_income_15to24,Matched,0.0185620071007345
CompositeIndex2014to2021,Matched,0.0735885452020034
