Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Matched,0.0380075340640596
populationtotals_TOTPOP20,Matched,0.0233999441480644
populationtotals_DPOP_CY,Matched,0.104787284039183
housing_per_100sqmi,Matched,0.0843397348405741
schools_per_100sqmi,Matched,0.0306019691848176
area_sq_miles,Matched,0.114831635943558
pop_institutionalized_groupquarters,Matched,0.255627585164326
percent_adult,Matched,0.0129586785159458
householdincome_ACSSNAP_P,Matched,0.136132521004185
householdincome_ACSPUBAI_P,Matched,0.00238341306236723
households_ACSHHBPOV_P,Matched,0.109053995982298
EmploymentUnemployment_UNEMP_CY_P,Matched,0.0666646915386625
EmploymentUnemployment_UNAGE16CY_P,Matched,0.0600027149521812
vehiclesavailable_ACSOVEH0_P,Matched,0.120066813260404
crime_CRMCYTOTC,Matched,0.0348659980165734
mean_depression,Matched,0.0349598900612703
mean_distress,Matched,0.106512019765652
educationalattainment_ACSBACHDEG_P,Matched,0.135483297650437
educationalattainment_ACSMASTDEG_P,Matched,0.117957701994488
firearm_retailers_per_100sqmi,Matched,0.272222561639749
sports_MP33018a_B_P,Matched,0.202179923617551
raceandhispanicorigin_WHITE20_P,Matched,0.189325013832675
raceandhispanicorigin_BLACK20_P,Matched,0.172507823366019
raceandhispanicorigin_ASIAN20_P,Matched,0.202440979263572
raceandhispanicorigin_RACE2UP20_P,Matched,0.0725923851556598
hispanicorigin_HISPPOP20_P,Matched,0.091552934498294
log_med_HH_income,Matched,0.18337999980309
log_med_HH_income_15to24,Matched,0.0130703380427061
CompositeIndex2014to2021,Matched,0.0815991405944699
