Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Matched,0.0386993807000719
populationtotals_TOTPOP20,Matched,0.0413222982147439
populationtotals_DPOP_CY,Matched,0.114449824348899
housing_per_100sqmi,Matched,0.043234577872324
schools_per_100sqmi,Matched,0.0100414252528664
area_sq_miles,Matched,0.0856187769557226
pop_institutionalized_groupquarters,Matched,0.21059305046661
percent_adult,Matched,0.0515549947977845
householdincome_ACSSNAP_P,Matched,0.123323849791981
householdincome_ACSPUBAI_P,Matched,0.0270972968390991
households_ACSHHBPOV_P,Matched,0.106166748867755
EmploymentUnemployment_UNEMP_CY_P,Matched,0.055125493815077
EmploymentUnemployment_UNAGE16CY_P,Matched,0.0437605885310233
vehiclesavailable_ACSOVEH0_P,Matched,0.00895683056782278
crime_CRMCYTOTC,Matched,0.0100249960641393
mean_depression,Matched,0.0376498717169752
mean_distress,Matched,0.0929200341890087
educationalattainment_ACSBACHDEG_P,Matched,0.157496883813608
educationalattainment_ACSMASTDEG_P,Matched,0.0820841249135915
firearm_retailers_per_100sqmi,Matched,0.222957203418785
sports_MP33018a_B_P,Matched,0.172205832737138
raceandhispanicorigin_WHITE20_P,Matched,0.160710034717041
raceandhispanicorigin_BLACK20_P,Matched,0.124214013246571
raceandhispanicorigin_ASIAN20_P,Matched,0.177273032442767
raceandhispanicorigin_RACE2UP20_P,Matched,0.0571441337893036
hispanicorigin_HISPPOP20_P,Matched,0.0711875071081867
log_med_HH_income,Matched,0.158801787979649
log_med_HH_income_15to24,Matched,0.00815809735584911
CompositeIndex2014to2021,Matched,0.0872158189462264
