Covariate,Dataset,Absolute Correlation
State_Name,Unadjusted,0.0243822021282565
populationtotals_TOTPOP20,Unadjusted,0.014753110276831
populationtotals_DPOP_CY,Unadjusted,0.159207826696649
housing_per_100sqmi,Unadjusted,0.339237562631016
schools_per_100sqmi,Unadjusted,0.346915580202829
area_sq_miles,Unadjusted,0.336011913100373
pop_institutionalized_groupquarters,Unadjusted,0.0941414941110325
percent_adult,Unadjusted,0.00279364789603793
householdincome_ACSSNAP_P,Unadjusted,0.167313269863756
householdincome_ACSPUBAI_P,Unadjusted,0.0959515349230938
households_ACSHHBPOV_P,Unadjusted,0.177086870710003
EmploymentUnemployment_UNEMP_CY_P,Unadjusted,0.062372399686617
EmploymentUnemployment_UNAGE16CY_P,Unadjusted,0.0353275022703643
vehiclesavailable_ACSOVEH0_P,Unadjusted,0.0187002757499849
crime_CRMCYTOTC,Unadjusted,0.327531102540741
mean_depression,Unadjusted,0.0369912829568057
mean_distress,Unadjusted,0.123073879577099
educationalattainment_ACSBACHDEG_P,Unadjusted,0.045886195266677
educationalattainment_ACSMASTDEG_P,Unadjusted,0.086453311582242
firearm_retailers_per_100sqmi,Unadjusted,0.222083330601235
sports_MP33018a_B_P,Unadjusted,0.110219305890242
raceandhispanicorigin_WHITE20_P,Unadjusted,0.19548342587606
raceandhispanicorigin_BLACK20_P,Unadjusted,0.164823607434399
raceandhispanicorigin_ASIAN20_P,Unadjusted,0.116878627138069
raceandhispanicorigin_RACE2UP20_P,Unadjusted,0.229621380466789
hispanicorigin_HISPPOP20_P,Unadjusted,0.231250254272421
log_med_HH_income,Unadjusted,0.198241584584339
log_med_HH_income_15to24,Unadjusted,0.0333709426180649
CompositeIndex2014to2021,Unadjusted,0.0227275752491784
State_Name,Matched,0.0347012361816054
populationtotals_TOTPOP20,Matched,0.00129421853337924
populationtotals_DPOP_CY,Matched,0.0653951873306707
housing_per_100sqmi,Matched,0.0238711344107162
schools_per_100sqmi,Matched,0.0129164766100963
area_sq_miles,Matched,0.0570553239702912
pop_institutionalized_groupquarters,Matched,0.144578068196987
percent_adult,Matched,0.00553255185501192
householdincome_ACSSNAP_P,Matched,0.19081519953822
householdincome_ACSPUBAI_P,Matched,0.0317984099555134
households_ACSHHBPOV_P,Matched,0.173089166438484
EmploymentUnemployment_UNEMP_CY_P,Matched,0.106422790863371
EmploymentUnemployment_UNAGE16CY_P,Matched,0.0112261867977106
vehiclesavailable_ACSOVEH0_P,Matched,0.0703326922962624
crime_CRMCYTOTC,Matched,0.0978164376002688
mean_depression,Matched,0.0455979216522262
mean_distress,Matched,0.0640978331875197
educationalattainment_ACSBACHDEG_P,Matched,0.156628317758584
educationalattainment_ACSMASTDEG_P,Matched,0.105632452035663
firearm_retailers_per_100sqmi,Matched,0.206087846230637
sports_MP33018a_B_P,Matched,0.156922764677325
raceandhispanicorigin_WHITE20_P,Matched,0.0793053545094148
raceandhispanicorigin_BLACK20_P,Matched,0.0636766295463657
raceandhispanicorigin_ASIAN20_P,Matched,0.130111555126672
raceandhispanicorigin_RACE2UP20_P,Matched,0.0330350432502503
hispanicorigin_HISPPOP20_P,Matched,0.0295824562614598
log_med_HH_income,Matched,0.165032872552791
log_med_HH_income_15to24,Matched,0.0751923878758336
CompositeIndex2014to2021,Matched,0.0108849582237541
